sample NEUT TCEL MONO DEND BCEL
45 O_pe1 0.393162667327387 0.0147003649700911 0.383380010327988 0.108588185017461 0.100168772357072
46 P_p24_1 0.1722658789177 0.363584288292893 0.0713490358165184 0.362343844842284 0.0304569521306049
47 P_b1 0.0821023050072172 0.130936923523228 0.296023134051506 0.272002149330747 0.218935488087301
48 P_pe1 0.054594204532697 0.0547984900223262 0.306665669288265 0.104980550377947 0.478961085778764
49 Q_p24_1 0.1556043411315 0.0253513392385154 0.352697146782954 0.142992611076621 0.323354561770409
50 Q_b1 0.17447556572467 0.142630162720282 0.244097770490886 0.170774947760042 0.26802155330412
51 Q_pe1 0.0473779756879466 0.0350240452175661 0.132988868214607 0.308279582747651 0.47632952813223
52 R_p24_1 0.0600046340577883 0.279909651952196 0.279453302129472 0.163160129522739 0.217472282337805
53 R_b1 0.272551122358746 0.164216590326286 0.0897766066520491 0.169195358265025 0.304260322397894
54 R_pe1 0.156532243699859 0.175302762798236 0.24098290027867 0.280013745459194 0.14716834776404
55 S_p24_1 0.112242873301182 0.227048484916531 0.300819777746602 0.148431736945737 0.211457127089948
56 S_b1 0.0631184115734021 0.34468574982259 0.128005996355435 0.254082669109179 0.210107173139393
57 S_pe1 0.330696132368284 0.267516571049335 0.128880800260829 0.00950146795887815 0.263405028362674
58 T_p24_1 0.210604757440012 0.156159279513958 0.308285431876735 0.284726338106131 0.0402241930631631
59 T_b1 0.24167760332081 0.3403718667549 0.171336203632698 0.17884622271491 0.0677681035766822
60 T_pe1 0.167549645996413 0.26892539227091 0.211854163437913 0.0985721766557107 0.253098621639054
61 U_p24_1 0.199569896979293 0.317188164093006 0.344194921426788 0.0144637862360145 0.124583231264898
62 U_b1 0.02000751651275 0.497063137201856 0.100715885203203 0.0652358809473938 0.316977580134797
63 U_pe1 0.220731807132598 0.141683954359861 0.0824854471490097 0.494579638208703 0.0605191531498287
64 V_p24_1 0.281401356304975 0.276665779171252 0.200188023435975 0.133064557193859 0.108680283893939
65 V_b1 0.0622021639099442 0.270368060096763 0.123518451774927 0.250388363985814 0.293522960232553
66 V_pe1 0.200132110037536 0.166838755126855 0.228602497963751 0.158776175065925 0.245650461805934
67 W_p24_1 0.282058260658421 0.11518526836472 0.196913132052156 0.384134625033376 0.0217087138913271
68 W_b1 0.109870763971484 0.179526138601903 0.175323905194458 0.324276362754689 0.211002829477467
69 W_pe1 0.214452242726626 0.0364477182676291 0.276969594719682 0.276843368752725 0.195287075533338
70 X_p24_1 0.380480069217311 0.247705018686172 0.0536176611541054 0.0834106049355512 0.23478664600686
71 X_b1 0.3660703654675 0.0335524168211398 0.315626639558808 0.150237657355792 0.13451292079676
72 X_pe1 0.209141193437782 0.104674521257205 0.275547005481799 0.170876565563372 0.239760714259842
73 Y_p24_1 0.0106086474052636 0.182318830009657 0.245265295672954 0.0906424662070187 0.471164760705106
74 Y_b1 0.0810886961123795 0.46013567681275 0.323762266828069 0.123395178651294 0.0116181815955084
75 Y_pe1 0.465640057347821 0.00185676817971586 0.169785257843632 0.186959818700945 0.175758097927887
76 Z_p24_1 0.0902382043840815 0.272562522106553 0.310318264232753 0.129867002746499 0.197014006530113
77 Z_b1 0.202746235394206 0.185653230797778 0.227655263751212 0.162064503353035 0.221880766703769
78 Z_pe1 0.317734747128363 0.035618380547626 0.313436495934265 0.205743925640166 0.12746645074958
79 AA_p24_1 0.277204664891735 0.0371285789842405 0.0142433749811037 0.251690193925956 0.419733187216965
80 AA_b1 0.231214879393613 0.0172155901943495 0.317854546171434 0.275904862278138 0.157810121962465
81 AA_pe1 0.0391845581724941 0.243261128094599 0.277842519283676 0.179876445347883 0.259835349101348
82 AB_p24_1 0.303620803801099 0.0832318299972374 0.0121829008330324 0.375007700062015 0.225956765306617
83 AB_b1 0.252166939274552 0.107137179759506 0.0830673686892313 0.234001609018067 0.323626903258645
84 AB_pe1 0.142073314827421 0.0469021245721486 0.422017443168244 0.162351323542049 0.226655793890137
85 AC_p24_1 0.135330253170542 0.297949453569322 0.0269914553612773 0.200410106805317 0.339318731093542
86 AC_b1 0.324067078435083 0.170087047111292 0.203446286367307 0.222807044084715 0.0795925440016036
87 AC_pe1 0.361804183458905 0.247927755739662 0.0716213189099115 0.16119349506406 0.157453246827462
88 AD_p24_1 0.269201589873788 0.190528111686665 0.0408660854099625 0.399314140306502 0.100090072723082
89 AD_b1 0.276639310229065 0.186583303953464 0.23594970206369 0.220692720322098 0.0801349634316829
90 AD_pe1 0.290474178409037 0.0255157996429833 0.383883669907375 0.219505599043278 0.0806207529973266
91 AE_p24_1 0.132020864663232 0.296004143979655 0.140117613951632 0.233979963611102 0.197877413794379
92 AE_b1 0.277242001453409 0.236550546569936 0.11581352336941 0.289637779307549 0.0807561492996965
93 AE_pe1 0.333109002435927 0.269959498463917 0.0212132640699869 0.0122344546119708 0.363483780418199
94 AF_p24_1 0.0711552704825847 0.10946725989715 0.142696697339641 0.492873414853662 0.183807357426962
95 AF_b1 0.150308118215781 0.42782777054963 0.00682376152046912 0.247830014032689 0.167210335681432
96 AF_pe1 0.372486825915103 0.0903219554814417 0.178327075734212 0.0425591574693628 0.316304985399881
97 AG_p24_1 0.134289125056139 0.289622529661166 0.219885579253216 0.170695045513701 0.185507720515779
98 AG_b1 0.279630837060269 0.245241322280913 0.104486386437944 0.181987979653485 0.188653474567389
99 AG_pe1 0.317338149447431 0.336069182293729 0.0253021099616626 0.0755888416970095 0.245701716600168
100 AH_p24_1 0.294879187724444 0.151405963049928 0.126072046631467 0.239293970468537 0.188348832125624
101 AH_b1 0.136369972092163 0.309225396071224 0.072604047387202 0.259668563116408 0.222132021333003
102 AH_pe1 0.265344282600477 0.166990088879341 0.205658783132202 0.111006736313735 0.251000109074246
103 AI_p24_1 0.0690216259902317 0.33653989259975 0.0182248213119651 0.198311701333162 0.377901958764891
104 AI_b1 0.237682518325688 0.190089846753304 0.103611647157188 0.227430372622327 0.241185615141492
105 AI_pe1 0.29169210578999 0.104307256257816 0.125770821223791 0.281764623138362 0.196465193590041
106 AJ_p24_1 0.238328914682215 0.0502755344484007 0.398416407244539 0.267070583968997 0.0459085596558484
107 AJ_b1 0.261422733301155 0.129243977090114 0.377417503688676 0.100220196764808 0.131695589155247
108 AJ_pe1 0.315138157784813 0.211449590265021 0.193026354401629 0.0952854096625573 0.185100487885979
109 AK_p24_1 0.346954096427268 0.159692610934715 0.0971652149939743 0.197500149726172 0.198687927917871
110 AK_b1 0.223350644287373 0.308185379695795 0.100610805044902 0.0811215220987885 0.286731648873143
111 AK_pe1 0.295946865418935 0.186484345243905 0.170749808666732 0.171908573570398 0.17491040710003
112 AL_p24_1 0.0843921269454353 0.33109243137699 0.263228095852809 0.213202003027246 0.108085342797519
113 AL_b1 0.229089219529318 0.172016364752278 0.186527353651248 0.0247930689954676 0.387573993071689
114 AL_pe1 0.254581695175416 0.188024347261767 0.102075482540161 0.246849426321681 0.208469048700975
115 AM_p24_1 0.0140489132038598 0.245278609268489 0.096494703495943 0.416114235512449 0.228063538519259
116 AM_b1 0.242223490701814 0.0960394822580514 0.196331711396974 0.225249748045327 0.240155567597833
117 AM_pe1 0.175934794329202 0.328439263810158 0.0852900020008526 0.382024920311836 0.0283110195479525
118 AN_p24_1 0.307636508662179 0.292020441690296 0.229555553296398 0.15353134099591 0.0172561553552176
119 AN_b1 0.112522434799953 0.204987389925645 0.215524010371085 0.232124581048306 0.234841583855012
120 AN_pe1 0.206496418744543 0.410552444955448 0.0945813039642119 0.0848259059511878 0.203543926384609
121 AO_p24_1 0.408370121535306 0.1950291729121 0.328275191188749 0.0639355378124537 0.00438997655139101
122 AO_b1 0.368114938397933 0.0830935178392537 0.241369386998452 0.214610473732035 0.0928116830323266
123 AO_pe1 0.0372732679553519 0.308902830827779 0.354183973240829 0.0117906236141546 0.287849304361885
124 AP_p24_1 0.340407947688981 0.36240445126027 0.0218372173432779 0.251099118958931 0.0242512647485396
125 AP_b1 0.00545749729533912 0.155308051787373 0.0995988725457518 0.253284891344416 0.486350687027121
126 AP_pe1 0.0898570534954075 0.0279692454697355 0.458206327763456 0.218727746920061 0.205239626351339
127 AQ_p24_1 0.269233135942281 0.175502622404624 0.232934830148053 0.0677419802660717 0.254587431238971
128 AQ_b1 0.0673661292331122 0.258564522114716 0.0433381397506326 0.314146237063518 0.316584971838021
129 AQ_pe1 0.343305473729194 0.0939538579062995 0.0376665585954283 0.180146670457848 0.34492743931123
130 AR_p24_1 0.216017315080524 0.0684018292604249 0.214713392493912 0.189916281656987 0.310951181508152
131 AR_b1 0.28065636412012 0.177780491615743 0.0635935661423103 0.371112618125236 0.106856959996591
132 AR_pe1 0.0490765498099576 0.280022732930409 0.0629290817948468 0.530813094646613 0.0771585408181735
133 AS_p24_1 0.246230872312714 0.13065220428926 0.192952323292107 0.425815426898061 0.00434917320785728
134 AS_b1 0.363427267255121 0.0272685187008962 0.134724186103396 0.320254170915721 0.154325857024866
135 AS_pe1 0.0735338474039472 0.302061144226969 0.169732174128227 0.27193818151417 0.182734652726686
136 AT_p24_1 0.199897432244078 0.0104112012172115 0.151845917966425 0.28661842188696 0.351227026685326
137 AT_b1 0.0654864252634367 0.0394411142312343 0.10859662712255 0.367544027412229 0.41893180597055
138 AT_pe1 0.193159828135449 0.18184360375459 0.109753961694428 0.224892068154516 0.290350538261017
139 AU_p24_1 0.22121292336006 0.22648383928742 0.232068068503098 0.174027401913984 0.146207766935438
140 AU_b1 0.0879381107145593 0.240972308790216 0.0151331968278793 0.33192100434691 0.324035379320436
141 AU_pe1 0.0847886923720936 0.0809269124327403 0.210655664949213 0.273290572748651 0.350338157497302
142 AV_p24_1 0.164948817879312 0.212316805957889 0.287056247452238 0.044016739528987 0.291661389181574
143 AV_b1 0.334138380626461 0.191166205349853 0.171506099224751 0.129554997841141 0.173634316957794
144 AV_pe1 0.215987395631357 0.223991977020678 0.275083115538968 0.125285957731779 0.159651554077219
145 AW_p24_1 0.214413145992505 0.056811984241168 0.0987925101092484 0.44910340229865 0.180878957358429
146 AW_b1 0.242253286051836 0.338010353595051 0.295059961110563 0.0632717859858455 0.0614046132567041
147 AW_pe1 0.297385279565159 0.138867807061536 0.228235180919103 0.154238877861393 0.181272854592809
148 AX_p24_1 0.111961540454123 0.16623023282953 0.188842099907355 0.232161974819111 0.300804151989881
149 AX_b1 0.069137577853322 0.326859336524378 0.253666401142171 0.329620753044677 0.0207159314354525
150 AX_pe1 0.0831092991605868 0.0939945091322896 0.394660218296642 0.130852424686078 0.297383548724404
