CD8T CD4T NK Bcell Mono Gran
CM_91 0.200096085510397 0.149100956882951 0.165928008106078 0.155708639907634 0.141993793476551 0.187172516116389
CN_92 0.0175914789914447 0.225985828872786 0.0481860530897191 0.192860808244129 0.269256783685412 0.246119047116509
CO_93 0.123719490781506 0.168472726053065 0.203548683199128 0.171010196800327 0.147614367467125 0.185634535698848
CP_94 0.138925765166926 0.117210300109871 0.26210719292283 0.194363641429327 0.0530844918493982 0.234308608521647
CQ_95 0.0880197614763684 0.243073356056237 0.193859901101203 0.0169038531799822 0.092749238877888 0.365393889308321
CR_96 0.165137591639209 0.137957461631319 0.155585300552221 0.206712263594776 0.168881547298453 0.165725835284022
CS_97 0.129865195798174 0.215389188927938 0.132215322191231 0.157588630574094 0.177481259858426 0.187460402650137
CT_98 0.164230636870572 0.0843114231387444 0.0453768414766262 0.212154167882961 0.276258236165068 0.217668694466029
CU_99 0.226778705371693 0.058439243139643 0.119022563136165 0.169169517474576 0.225482190150783 0.20110778072714
CV_100 0.0724238685649729 0.278306962959603 0.216810657979466 0.149410728041247 0.176553063593025 0.106494718861686
CW_101 0.0982234692124599 0.177160871831454 0.229045824320001 0.0935947221788281 0.151416739195211 0.250558373262046
CX_102 0.0430913802894243 0.280219801555534 0.256176607032384 0.323058534392468 0.0628815819638303 0.034572094766359
CY_103 0.14339357738402 0.166593248651249 0.0963552683541056 0.210619542717407 0.192280181657619 0.1907581812356
CZ_104 0.254532267369805 0.0110075443734136 0.130827346343296 0.147721899621085 0.155790214281043 0.300120728011357
DA_105 0.124778467532574 0.251161680125228 0.186957583531739 0.277419119161978 0.0494901388272236 0.110193010821257
DB_106 0.191310903628282 0.010843022623838 0.0302701968745729 0.236688465413524 0.303141643201331 0.227745768258452
DC_107 0.0466244076675836 0.201640601899018 0.330469041851789 0.170008201844768 0.00591367196707402 0.245344074769768
DD_108 0.251004902678213 0.203059250678977 0.217542605436784 0.0314464020688583 0.0901641084780584 0.20678273065911
DE_109 0.0275572746047248 0.0743601434791022 0.0541119447753179 0.315426393224282 0.101279332053383 0.427264911863191
DF_110 0.198381303967985 0.191353763797949 0.130788224320591 0.27609041996189 0.133368369460274 0.070017918491312
DG_111 0.34282735578274 0.266289416445933 0.189734972851453 0.11785782404839 0.0573158300541548 0.0259746008173299
DH_112 0.0665088466811891 0.13190396050243 0.117187900936045 0.220610349006431 0.273600399284521 0.190188543589384
DI_113 0.0145488259670659 0.171857301026062 0.328933965509439 0.1550550726443 0.253341288965012 0.0762635458881212
DJ_114 0.00925750053506477 0.231915325198115 0.0717217666549602 0.215071722627103 0.263175385959897 0.20885829902486
DK_115 0.183959751342085 0.137840414118389 0.119646345909252 0.0818035175396479 0.246436775912878 0.230313195177749
DL_116 0.20100171696876 0.305942692909487 0.216951341668032 0.0912990281681481 0.14467310254679 0.0401321177387828
DM_117 0.28358054456482 0.232858596666363 0.238527175421565 0.160400010095653 0.059986105516243 0.0246475677353555
DN_118 0.0782163748784705 0.207789766708163 0.109528469338902 0.144538947575682 0.206452013696682 0.2534744278021
DO_119 0.134285286040968 0.110034826403223 0.0801675734844592 0.296661362815789 0.120337240291674 0.258513710963888
DP_120 0.0998793516564514 0.24290526023892 0.176795925628474 0.119657776143424 0.302694018983998 0.0580676673487319
DQ_121 0.185469840263316 0.161796014088909 0.246469693333775 0.00194299727470161 0.131608061584144 0.272713393455155
DR_122 0.375051647527965 0.0126418434933666 0.117059645719902 0.340922877523092 0.0130150428381995 0.141308942897474
DS_123 0.285747481879558 0.316635714678408 0.00552543395203428 0.174003054352555 0.189664324635884 0.0284239905015607
DT_124 0.254119121030602 0.231346999166178 0.0850501411199544 0.11625044742192 0.193973805489884 0.119259485771462
DU_125 0.0933647923452336 0.236810921336771 0.0224335805990475 0.259124390859223 0.160616394203589 0.227649920656136
DV_126 0.199189557253505 0.00676910915070054 0.153940805503848 0.372346654290867 0.249495751007159 0.0182581227939202
DW_127 0.171567851936437 0.162460074441655 0.198243493987721 0.160520954175285 0.241006283265103 0.0662013421937983
DX_128 0.0127403816731041 0.230674418057843 0.212619548397842 0.254861481990154 0.070144437330302 0.218959732550755
DY_129 0.194481619051518 0.303810237587445 0.0946118266778744 0.17465963163964 0.198600641947709 0.0338360430958142
DZ_130 0.0968200899901144 0.177593503478633 0.109428558993 0.217478045576361 0.226514779162856 0.172165022799035
EA_131 0.183202034065947 0.126334389747332 0.0851648478404026 0.22052995139143 0.21413999964319 0.170628777311699
EB_132 0.305662636377953 0.17136421277719 0.300847117331007 0.0811013172619208 0.0419367042370031 0.0990880120149252
EC_133 0.082049643858044 0.227607402458429 0.124262811961768 0.206360668812399 0.212388697119823 0.147330775789536
ED_134 0.0516577999021913 0.207889624039112 0.153758299217852 0.194432777877919 0.183600356983355 0.208661141979571
EE_135 0.199060374904703 0.0368367823184677 0.173838327887621 0.266161540059212 0.253440710170676 0.0706622646593203
EF_136 0.092934770582738 0.30865294680588 0.11909650476527 0.163691231514632 0.119797285331809 0.195827260999671
EG_137 0.095628385260831 0.106644066580587 0.331596647285994 0.041657302258898 0.273577122921708 0.150896475691982
EH_138 0.0209238846792015 0.176962625538794 0.198023509609681 0.29828078659811 0.180340087162103 0.12546910641211
EI_139 0.194818798508914 0.309031934860967 0.0606296268700719 0.178257224192296 0.0784541972664037 0.178808218301347
EJ_140 0.166930255868642 0.178068342231792 0.221241390199041 0.128163928670005 0.188481191285474 0.117114891745046
EK_141 0.188929915932813 0.0353981264475647 0.139258136324338 0.218036371022202 0.261303905202357 0.157073545070726
EL_142 0.151575917191469 0.0303726271977683 0.334120961404177 0.377628520780239 0.0248014001780717 0.0815005732482746
EM_143 0.215386774513357 0.163100208313529 0.274315185410741 0.293980562941878 0.0484641814483157 0.00475308737217847
EN_144 0.121629656522015 0.0594420629893143 0.521815415418492 0.0383056283030182 0.110106554596378 0.148700682170782
EO_145 0.200405738420344 0.235081156855593 0.0373322450057055 0.0689572738575948 0.23243325387852 0.225790331982242
EP_146 0.120526341259128 0.0392037187292266 0.28061880487221 0.109496385140051 0.053971562098815 0.39618318790057
EQ_147 0.222090057151205 0.163166205380315 0.266596946045917 0.0676108211725183 0.057757643864058 0.222778326385986
ER_148 0.0192395089532937 0.0534474651641499 0.11851608470292 0.0690526863867487 0.200508231024483 0.539236023768404
ES_149 0.397249412724321 0.0732230772248675 0.0619100410216464 0.275123567946545 0.107937815101083 0.0845560859815368
ET_150 0.187856804529598 0.191569479499883 0.12750312642028 0.0340582212695349 0.228123911075821 0.230888457204884
EU_151 0.206216463052516 0.0657916624141496 0.0902597534425458 0.29052367292926 0.214258477035846 0.132949971125682
EV_152 0.36409839764708 0.0126369501200059 0.131757567552428 0.0826265596862619 0.0996172128735477 0.309263312120676
EW_153 0.146385125718588 0.136214875414993 0.192374661185472 0.0729769931016298 0.220158589785579 0.231889754793738
EX_154 0.334898322682476 0.371291000951228 0.15566695975096 0.0687737058367836 0.0153531118659893 0.0540168989125628
EY_155 0.183814833244229 0.055525362463962 0.00751457156888585 0.337422498412979 0.166515302193122 0.249207432116822
EZ_156 0.223475826340294 0.069141428958201 0.132593224397172 0.122511773256411 0.187577820294013 0.264699926753909
FA_157 0.12482917709623 0.150732719652581 0.313755579629299 0.104932011953861 0.175474455034505 0.130276056633524
FB_158 0.136392819533653 0.167892867714994 0.129415660692315 0.181508264455058 0.253141048936753 0.131649338667227
FC_159 0.0521245383271448 0.223682202159691 0.00933809561378504 0.147564788870087 0.226987707490496 0.340302667538796
FD_160 0.132743968442662 0.164119843775538 0.241567374298022 0.160124329601218 0.246962881627037 0.0544816022555231
FE_161 0.124471328812463 0.113490860094564 0.16564558230656 0.126491316226023 0.190785299230028 0.279115613330362
FF_162 0.171588756334089 0.0170991529169234 0.267099893069135 0.138541748436391 0.12661461012487 0.279055839118591
FG_163 0.00752523658616049 0.316231589063484 0.207702111611574 0.0172317739855381 0.223513080821303 0.22779620793194
FH_164 0.0205736946382613 0.273558431933993 0.119639498865439 0.340061528763775 0.122626206808364 0.123540638990168
FI_165 0.138122255809048 0.204575518151492 0.152903768621532 0.0546910715183832 0.1875543240344 0.262153061865145
FJ_166 0.0366786610233952 0.0326784738802359 0.0273032370958864 0.341786000411189 0.253046544534463 0.308507083054831
FK_167 0.0866550872345154 0.211186178317055 0.204506005433105 0.227428010064706 0.0430351792059724 0.227189539744646
FL_168 0.156842120825915 0.221784150702521 0.228852584037103 0.10716289061157 0.190046545284872 0.0953117085380193
FM_169 0.0428074097843491 0.295987115406986 0.129272523364995 0.0398062212938143 0.303818303666793 0.188308426483062
FN_170 0.257583463876161 0.00392653358485978 0.273271209015951 0.290144392205833 0.0614330117044775 0.113641389612717
FO_171 0.379692005878536 0.0629380943697044 0.0603156064585092 0.262295045590829 0.0388192472196317 0.19594000048279
FP_172 0.225441509690417 0.158867493680981 0.21071388778953 0.0343250485987012 0.208342392646927 0.162309667593443
FQ_173 0.434131575909945 0.10662182462154 0.27810227800475 0.106501834209141 0.00488550365267862 0.0697569836019443
FR_174 0.26342425241435 0.328250925254123 0.117925917569886 0.0173545968513554 0.205805944611455 0.0672383632988301
FS_175 0.0525438878256194 0.292384401237688 0.0173334824106107 0.0399557184909929 0.298581214219121 0.299201295815968
FT_176 0.0507438610974407 0.262507164308321 0.29975142873349 0.10158637334332 0.229095347174257 0.0563158253431707
FU_177 0.199441275088189 0.209940021094269 0.0100907619861442 0.29540824501467 0.236450758106261 0.0486689387104669
FV_178 0.183713824569932 0.224556737634264 0.193554493586255 0.0953409856426345 0.167517794719451 0.135316163847463
FW_179 0.0894485598944229 0.129397110254145 0.299409686165345 0.164397596131544 0.228309108474308 0.0890379390802346
FX_180 0.242133425111704 0.215555150043084 0.0762927862458976 0.269953557235136 0.195367595293088 0.000697486071090309
FY_181 0.255567625122909 0.20469245196717 0.0923878598828256 0.133071798078495 0.255433571928943 0.0588466930196562
FZ_182 0.17639913803229 0.202460838616742 0.0041051513674451 0.0992448596468515 0.24019573258616 0.277594279750512
GA_183 0.2075510078304 0.162983141862991 0.209846735890952 0.150281216526776 0.119319946602084 0.150017951286797
GB_184 0.243635340678769 0.165270252092279 0.196395411833983 0.0403953390742292 0.176453705972933 0.177849950347806
GC_185 0.29849259753272 0.0625176394825526 0.0263088637375044 0.251566843703816 0.343355901581944 0.0177581539614635
GD_186 0.209331926831914 0.0625731054310233 0.236855612098824 0.15453660650861 0.264295863381983 0.072406885747646
GE_187 0.0888249565313786 0.110182596893514 0.226826502009368 0.259088638500616 0.258217280159723 0.0568600259054007
GF_188 0.116002154932916 0.264907286162777 0.091993008422232 0.242197237829753 0.0772036967350504 0.207696615917272
GG_189 0.283734211282135 0.139903296365466 0.212273428202349 0.0485725971470196 0.163126410622112 0.152390056380917
GH_190 0.0746224162761221 0.0160775661509813 0.00242410599705832 0.325810363235701 0.227859564959567 0.35320598338057
GI_191 0.0664399831057843 0.218380104966389 0.165318009857473 0.224666388649786 0.156857754895183 0.168337758525385
GJ_192 0.0628849652415777 0.151773141675377 0.252540422432558 0.0841655745489256 0.21279829477489 0.235837601326672
GK_193 0.168001126314247 0.0822758423105137 0.260405495733169 0.114896608542339 0.209216260461864 0.165204666637867
GL_194 0.3509320088285 0.0453667207290647 0.017324360235428 0.0641125033814006 0.472899524849189 0.0493648819764178
GM_195 0.21820196698964 0.146530153966716 0.134906835056974 0.158823630462414 0.121027745883589 0.220509667640666
GN_196 0.0722287195591062 0.164262630549961 0.205321339545975 0.10636514570325 0.153575739875705 0.298246424766003
GO_197 0.15245281977228 0.610559269173554 0.0338827387870807 0.00140879284647498 0.126671443010544 0.0750249364100661
GP_198 0.0889391336129418 0.19322459249289 0.0849057644171435 0.250906185126216 0.193277433614189 0.18874689073662
GQ_199 0.0742243244247446 0.0278911898124565 0.152748656661261 0.254614910374708 0.0701776591482909 0.420343259578539
GR_200 0.204514773076644 0.0890774457997444 0.104249211962532 0.187815814336774 0.333837711349588 0.0805050434747177
GS_201 0.307150501034388 0.0937416731573271 0.178644400480046 0.156397663415316 0.226792844522466 0.0372729173904567
GT_202 0.388765958490634 0.0427516214391686 0.00613950852477505 0.439001327099826 0.0457003313541567 0.0776412530914402
GU_203 0.243437989013041 0.215703527924052 0.101020206677457 0.120216055819539 0.0789778991552132 0.240644321410698
GV_204 0.118141459967791 0.226251879729604 0.179116216460672 0.197303019516914 0.251429579917498 0.0277578444075206
GW_205 0.302328522382659 0.140206463038859 0.0946955108714055 0.3895727148173 0.0382087029085899 0.0349880859811871
GX_206 0.0417901909707073 0.0886094381355237 0.118964705637886 0.343835394376005 0.0605241249436024 0.346276145936276
GY_207 0.131121816175146 0.127637224248215 0.122983910358507 0.0127393723674359 0.30718535638677 0.298332320463926
GZ_208 0.0453182553900693 0.278946557614285 0.458063669772374 0.0919629946239437 0.0477462744286142 0.0779622481707138
HA_209 0.132233020977805 0.152823590082269 0.260726645146879 0.186995479447739 0.023696794135677 0.243524470209632
HB_210 0.151007792794023 0.122938848427713 0.212855117588327 0.100771081118383 0.159513306514258 0.252913853557295
HC_211 0.113559108464077 0.273110631882544 0.109795749357013 0.01849097881308 0.203895332853365 0.281148198629921
HD_212 0.0752095223483275 0.115645643469106 0.204050546990857 0.228724705064073 0.110210014208686 0.266159567918951
HE_213 0.0197055003034898 0.262921060791675 0.105163040890903 0.211036492278327 0.0930287675083884 0.308145138227217
HF_214 0.0532573413598682 0.0648922834456666 0.128096760443719 0.190384733968273 0.0604388583901074 0.502930022392366
HG_215 0.150543576837566 0.117860394398514 0.0934103897649512 0.378188613177493 0.023140137900965 0.236856887920512
HH_216 0.298964596963307 0.114085344504463 0.230815016800389 0.0153066213965589 0.315869508112406 0.0249589122228763
HI_217 0.104951512351664 0.00649040365031834 0.281189049427605 0.128007262138358 0.398420440666662 0.0809413317653928
HJ_218 0.209561280889435 0.233456798282718 0.185185915072381 0.152126363011405 0.0845093967841237 0.135160245959937
HK_219 0.213491867564311 0.138795554724152 0.0312867293383804 0.200947215871425 0.176042107709059 0.239436524792673
HL_220 0.0464526007096465 0.233804516142259 0.255705269476064 0.186674190966116 0.179411685376152 0.0979517373297633
HM_221 0.129524155015075 0.215211198980592 0.124453910035079 0.157576176418797 0.147465026671538 0.22576953287892
HN_222 0.0264631695774879 0.0288078635769496 0.131683005951843 0.0441385813393381 0.21073340692696 0.558173972627421
HO_223 0.153310793647511 0.234316709578747 0.0556955427886972 0.21133912638905 0.0228266881942187 0.322511139401777
HP_224 0.172588682337717 0.193960545605262 0.0842313307341819 0.290259633226837 0.0548162576585052 0.204143550437498
HQ_225 0.0119353569503993 0.19931064748017 0.195555855179358 0.241762628877998 0.203275641799718 0.148159869712357
HR_226 0.13581723943754 0.285418436148488 0.217961802223467 0.0621199139994733 0.240379271540249 0.0583033366507822
HS_227 0.203791772350593 0.172881799527606 0.248495144529194 0.0490831735415364 0.0373713750384249 0.288376735012646
HT_228 0.162419705387697 0.213102722580499 0.0105790985452335 0.0388769121987586 0.31749893965683 0.257522621630982
HU_229 0.341294527985739 0.0727129340526953 0.411466664614167 0.0497308445340391 0.0756241903925083 0.0491708384208508
HV_230 0.0960351655574905 0.193538393013583 0.0338907522053865 0.14691803050951 0.453426789141072 0.0761908695729581
HW_231 0.185857581897284 0.116817041669947 0.192051644409534 0.201831680056661 0.19472059308358 0.108721458882994
HX_232 0.363624991822527 0.00380107298575031 0.0802373300036967 0.214066152134103 0.158230892821086 0.180039560232837
HY_233 0.0114392025315836 0.333320077315714 0.0864706579934626 0.150561890112459 0.144095347764259 0.274112824282522
HZ_234 0.196930262029034 0.110356949192172 0.294974642653605 0.0612777605479723 0.241105746724781 0.0953546388524346
IA_235 0.284495747465435 0.197197946562495 0.0468448107306253 0.178851423707802 0.197530835912273 0.0950792356213685
IB_236 0.304238657047105 0.223698335764232 0.0273026944052779 0.0551109123343332 0.292928260038649 0.0967211404104017
IC_237 0.222318547960392 0.227170258979891 0.226164626688692 0.101148693154272 0.0866156803021861 0.136582192914568
ID_238 0.203570731156265 0.166483859660643 0.15782708979692 0.146713668062902 0.296395373880156 0.0290092774431136
IE_239 0.238651148697648 0.139023917231027 0.0333574121068139 0.15308439380856 0.218298173223791 0.217584954932161
IF_240 0.203858206605657 0.2507047211579 0.0374268379215351 0.302413050851181 0.0305481270727085 0.175049056391018
IG_241 0.187122583600506 0.17967561523154 0.107684729143193 0.156097801145038 0.227077134705986 0.142342136173736
IH_242 0.206235145540021 0.127140673815488 0.31512503357514 0.140209710694658 0.147321478584322 0.063967957790371
II_243 0.331416645245722 0.059841519573477 0.22450605058901 0.10656444064823 0.188572208996142 0.0890991349474194
IJ_244 0.0831648837492434 0.437832415687799 0.0739348008725895 0.245094922528434 0.0286614336477621 0.131311543514172
IK_245 0.230827919651286 0.129953306619437 0.162060038860753 0.163445669848429 0.0566615952444319 0.257051469775664
IL_246 0.118602836980293 0.0544160048180109 0.194153961947372 0.179479775412033 0.212151895031621 0.241195525810669
IM_247 0.277672006371571 0.0676876256146235 0.0634493650957942 0.278915339797253 0.0990688048397811 0.213206858280977
IN_248 0.0958689993073358 0.139748367879549 0.311121206385236 0.00870080252031752 0.291322567542884 0.153238056364678
IO_249 0.175880025617828 0.259758062982461 0.0643196580893683 0.219757344712016 0.096994125375866 0.18329078322246
IP_250 0.286551159006157 0.00391559841886919 0.00402163692194879 0.234158565433191 0.289798945218176 0.181554095001658
IQ_251 0.0861576930628399 0.329594732598825 0.250852158406251 0.0530212617534871 0.128080923220012 0.152293230958585
IR_252 0.116098206650249 0.154323382927786 0.201200324916469 0.210296665057935 0.241241133457226 0.0768402869903336
IS_253 0.148760242451756 0.183878209566894 0.239065674532455 0.141387668869407 0.15535865513969 0.131549549439797
IT_254 0.00347719390852266 0.143472205372869 0.308888192062805 0.0703103260087909 0.275654621104001 0.198197461543012
IU_255 0.0674329362865256 0.162042275802264 0.241275688433597 0.288906898066077 0.0810283542961261 0.159313847115411
IV_256 0.363569345893212 0.258573020432807 0.128717804470996 0.14246402316496 0.0990931623693023 0.00758264366872262
